charges
1578194,934
1853463,921
568364,933
501307,0666
1284793,561
464891,8995
1256173,566
235255,773
551304,9597
1429001,879
294575,9455
454643,1347
3896768,167
117528,3698
2591388,366
2456911,151
774622,5215
1332356,854
1123299,486
558466,4808
467611,363
845519,0287
363829,6237
171938,9979
143308,8088
526259,155
2580612,866
1204010,669
1316189,119
1186667,057
774387,3583
1024540,716
2329884,915
1573998,682
986289,851
143099,2173
2073900,321
1339541,038
1184014,65
2162915,051
217065,6516
245753,1718
203327,8103
194056,6674
2036702,75
2869244,822
3277557,938
2879485,032
266348,1523
168789,7172
176892,7327
1862126,273
1000895,727
163848,8943
1154958,984
909036,9248
386706,9797
1177662,017
102572,3145
4980251,603
859246,5681
177929,4438
2386442,871
255629,6821
1122652,417
2119665,507
198928,3461
521639,4773
808568,1123
824287,4267
1375929,701
3701782,143
713869,6267
2425057,762
3320210,509
613433,5403
659721,8052
272413,5015
347498,1099
250033,4235
1262919,423
1297561,779
214787,103
1071424,158
116871,786
2421636,478
1198067,565
3062685,898
687433,9991
590139,9255
408515,9629
2268798,624
447738,104
1149044,471
573595,0547
3095690,598
1261794,456
2371342,231
889727,9336
668986,557
154272,7591
4969100,805
1625217,703
1059419,355
2051331,424
1127210,078
547049,17
503131,3394
1009311,94
811304,4838
2324400,478
603320,61
320076,4545
1390258,258
5942335,931
1166250,245
2653593,87
281263,9268
1070479,711
366751,2681
4630288,037
1527898,083
476595,8916
1174650,543
1269149,656
1748099,449
321401,3999
683297,5693
345538,8251
4222883,591
196649,9714
798196,7634
1070415,291
280134,1919
912411,9034
268808,1513
230319,8183
736355,9318
620563,0919
979578,1846
4254774,225
314732,6472
246408,642
425273,7152
3294156,744
1380633,889
1042363,281
152912,3961
5652806,336
1014054,162
357093,5377
1066090,771
153107,7553
692034,3746
2027092,642
101295,5965
541360,572
420804,4124
4715616,911
1281297,543
562811,7634
1412412,373
857136,6251
277132,5799
1675378,264
607313,7033
721671,2451
851712,1294
499306,8537
825330,0097
3237419,014
135179,1144
920334,5598
1257990,048
1732290,049
2082491,574
753566,6672
403377,1285
2278787,888
396877,4903
3780563,704
943868,7757
593458,3382
219429,6948
664199,7616
215235,5239
4668607,691
1124582,102
2530337,436
3085015,272
934853,2652
367132,2896
4652540,061
933978,6744
3560802,574
1184658,104
425174,8889
676020,3305
1265995,022
1239563,557
3956619,355
1152748,137
199018,7756
400524,8475
711763,2728
1116747,748
1170944,266
277684,2216
2633745,702
1738518,904
1436625,516
573898,1315
3176910,277
1329127,027
467871,9726
1846393,016
812187,2319
658459,189
979819,3178
181905,8435
1356364,948
888869,0881
1004543,98
849155,4111
807535,9433
1296766,873
2445393,77
354912,6347
379865,6326
2712524,521
1413546,106
691483,0801
2020562,773
542052,3748
97428,894
2406442,814
4329494,64
879272,0636
4260844,614
4099415,18
757076,7666
508966,9652
401372,4102
489933,4084
586779,0509
4907088,04
694779,5454
1317606,14
4823572,07
1326467,771
886312,9894
231871,3645
108631,8526
4367751,623
1177414,065
450096,8646
1026348,358
647819,9878
561854,6829
2588711,829
3530533,648
234373,1292
873720,3535
192745,9003
243082,5501
368972,1402
378041,4697
2577805,145
4090210,667
1276088,041
363729,3325
218648,8405
888872,4262
958954,6971
566547,5593
945775,6644
476540,1075
4307083,808
945616,4445
678416,4543
517331,1562
150091,7156
936922,2149
918109,0799
169435,3295
210263,7569
1456992,783
800882,0671
1288919,917
897893,9741
1299097,375
980326,251
965321,9442
1108527,484
120006,5971
1165515,939
3853690,073
602074,0589
1576871,54
226486,1214
589491,2091
1610472,998
1130170,997
373600,1831
790705,0582
1625973,857
1042283,672
3899848,672
291184,5013
3312087,756
4894807,158
693728,7165
1531855,347
4965865,014
333829,2896
925468,5391
929578,6306
1236996,085
156152,8352
1007550,763
365870,0845
2276898,849
215655,3661
1404941,514
1162966,305
1435703,43
532964,8269
805718,0251
1940542,348
504676,3256
3325459,58
345545,8425
196246,9598
1634836,504
317595,5927
977058,9745
1273693,358
662945,0695
642889,2745
1221609,037
673107,2536
2559446,681
981437,4974
1486633,975
1907069,265
600447,4741
1142486,915
738140,3442
817678,7624
510628,3517
1141907,713
1514650,354
126491,6897
912643,8479
2099190,122
485853,3255
697811,7433
1513080,489
205625,0329
519862,4336
1362161,833
622565,2024
115840,4955
289658,1959
1780093,549
611610,9917
1787359,891
359803,4471
380059,4778
1413950,084
1885053,166
797568,9786
1635219,495
214574,9327
3915958,989
154985,8529
694977,668
2652655,718
245406,4786
131888,429
276517,9765
836176,5811
629532,3636
978385,203
456508,4479
653265,407
200116,7212
243430,921
425563,7278
2034272,164
4609287,976
851757,2209
321379,2402
148476,6737
930545,5653
1049166,922
1303461,163
5229133,515
2031951,915
3463454,016
555939,4964
1199153,767
429694,0925
495145,0532
1129103,465
451677,9417
770066,7976
464485,8871
1293274,534
683999,028
1447002,84
147371,5892
1357133,692
3528833,199
3245704,87
1029378,068
4538935,946
1050691,712
275026,2081
338649,934
900638,4085
3682363,724
1561165,855
3875628,907
1116571,383
2677937,706
201756,2762
3692481,636
1656256,808
2050554,796
988277,4179
4999805,684
732570,9205
1161711,921
605678,355
789622,541
538005,7941
135871,7914
1145631,358
1552476,944
504847,3346
870122,5634
350390,7546
629518,4217
553538,7174
808427,7315
307567,1669
2841550,307
605216,2728
509687,0843
637410,8113
296039,5598
308994,3509
273991,684
3718708,247
418036,8255
2308535,042
2271744,511
468276,2384
192197,7112
987324,4499
2848498,044
628456,1028
836099,3079
4364326,047
1236558,889
1320291,873
1889131,256
194560,4191
169336,6103
247329,0472
718626,9733
5765890,948
548748,3995
740220,0994
1277584,062
429876,3482
417348,0614
909476,7178
1649157,859
1900315,517
303316,3838
3476533,288
1487325,769
661378,7862
571374,0479
294981,2329
1963142,626
2822086,847
1495640,331
491297,9862
1093845,65
1557159,713
631224,3995
490299,1147
530175,0819
2995169,06
338256,8283
1074883,532
1359542,074
711718,9877
311942,2852
503190,4131
1010240,179
873438,0995
508775,3601
1182607,891
2629337,351
804432,2256
194645,5556
772194,26
132902,4153
913876,2046
203980,7851
166987,3264
1236013,492
1335041,689
612480,5673
3559764,131
604879,0294
2335190,893
936063,829
5391613,555
365811,4732
4326784,152
2238808,196
378921,5899
4261075,895
1125053,445
3378782,071
3347808,937
266286,1629
374089,4032
1597201,675
1122207,58
2418433,386
553827,2272
2096072,593
882222,8146
379713,1806
949907,8083
1224039,809
590646,2348
205039,6191
208595,4604
219317,2584
1611902,436
798161,4536
321848,6617
977562,6004
546520,1717
2904075,027
450721,6828
2174651,234
2006174,183
401848,8105
761021,899
812463,8102
2682798,067
490548,4635
1740131,264
321044,7362
756403,5359
912235,0733
553414,8496
1379487,641
796029,8075
852306,6774
1257427,539
691685,7401
607602,4124
1565131,982
4052373,145
211153,2024
1864692,698
847072,9808
356930,3207
383211,7888
2611287,591
2150500,941
1109685,374
930054,8967
1599890,336
3585457,835
985211,0629
546690,7488
1335862,126
254523,991
343303,3377
1344943,222
2927279,494
886339,1012
3954629,495
4863322,997
204911,0235
962291,6989
188420,741
1892486,765
2071780,359
828091,7527
817968,5259
2354790,76
4220718,533
376781,1114
1359437,241
1246503,431
1387894,732
3579074,836
3615414,268
233578,4893
2449193,248
2164317,423
168586,0843
2756015,871
348287,9373
1118302,317
1802947,042
598457,4369
5227001,303
312525,8391
3422792,786
958665,7755
1586857,472
779431,3638
2923863,032
353123,5943
1211595,781
858941,3163
1843431,297
203097,9849
394436,5658
221835,0653
1274407,303
5056413,67
740787,9521
583034,5258
710998,573
1051289,998
511353,924
1274889,585
1204591,307
3930050,239
1671153,364
191956,1438
1061901,899
1429559,084
509739,3132
695456,9475
196027,3675
3919837,876
1227669,983
1355438,746
484591,343
545237,4186
391067,0579
1308038,47
1814618,219
1266133,286
1094165,031
1065286,163
922532,4495
4029200,371
1259408,469
331591,5551
3151037,837
1273753,612
409527,9302
3952413,245
194013,1608
2411042,39
295868,8647
1477304,217
1288694,082
280418,1314
1230985,004
1653749,314
921070,2703
899972,8197
1140889,629
278144,7063
775994,8096
959324,4635
4734382,589
1975922,121
470546,499
234642,0363
1086744,616
784471,1107
4042806,425
4247470,091
469582,6745
3725362,197
883639,4862
4448725,819
1573913,16
3784023,208
1580184,165
1036525,4
626355,5738
1714252,135
205745,9936
837780,8491
426438,0458
1863951,015
1171467,755
2008341,143
1297488,097
694798,2515
260844,9318
433911,3505
3498682,485
861417,9761
686780,7748
2535362,925
729774,3218
1069637,976
1218328,041
6013200,85
209341,8233
986898,2849
709870,4504
244229,2343
982665,3518
3675539,414
467805,9536
992994,2658
814454,5085
3521101,011
1386312,904
268193,6186
369411,8371
823056,6684
503880,069
1517769,899
183651,6632
663617,5122
611873,7664
1042031,536
427294,4859
459444,3596
673525,779
1891006,974
1965256,446
1071073,71
647956,1435
486876,5323
186430,2872
2251829,369
644186,6959
284771,11
1816727,566
857871,0235
274981,804
213806,1024
1078984,179
2188188,096
984882,8354
3674560,342
1449093,076
1805592,05
1505718,378
594717,9417
1532794,663
1052148,476
979590,6499
407992,451
1604672,342
2932944,551
602653,6702
633377,7733
567540,348
608238,8926
1001901,731
211010,3512
1079219,771
1595202,486
547454,3409
3776061,566
3102147,473
1790764,5
1359374,802
487319,3792
2090750,359
197190,8062
1127159,94
379753,0255
1097519,639
629105,3927
332791,9026
3598144,531
775207,0519
546792,8545
571973,6104
880737,6596
2152222,809
716872,7955
574185,8077
627223,6646
751880,8495
882774,7626
1139856,753
5131152,304
2104709,332
1043261,294
1004869,859
761285,5097
321182,6204
1490118,03
1113514,347
667243,4128
297749,0912
5200083,47
5674247,965
421616,4219
330482,366
97336,4816
478735,5069
969101,3411
594296,3449
176811,1246
3962266,338
1787812,811
123280,7434
1496393,812
1668822,808
365069,109
533114,4301
1038263,681
1234115,669
2554065,04
898118,0935
514253,5021
322502,726
609561,0158
866351,1705
939371,5741
2743260,917
1131333,39
3126231,678
158396,1487
1015159,937
382328,0958
298053,332
1240862,884
432761,183
1892220,181
885798,1673
280630,8986
384027,1027
2559171,278
500849,9034
989601,7278
2247693,973
1549235,91
152472,4513
4445931,524
920984,1405
417462,317
452810,0797
3214102,269
772640,5601
604927,2951
3409207,715
138089,941
1021048,43
1010170,732
180007,7396
204773,0852
395013,1378
516727,8994
226706,4266
7331055,949
5236966,641
284727,8435
3928516,684
2387442,308
254454,5122
1418807,015
2364872,356
2831883,569
580556,6827
650218,0634
542890,5299
414160,5445
3683441,283
1777546,329
944484,4942
189232,6994
136444,9215
2308616,875
606558,6948
573589,4366
3175865,439
1153699,701
5100611,896
450205,2386
1179629,65
701032,1533
795268,5056
2296127,301
1190477,487
1011238,999
1127138,412
1020175,622
1003978,442
189043,5878
165674,7955
235975,2886
3375572,144
